team_id,name,department_id,planned_size,manager_employee_id,actual_size
team_0492,Marketing Team 493,dept_04,7,emp_003199,7
team_0493,Marketing Team 494,dept_04,6,emp_003204,6
team_0494,Marketing Team 495,dept_04,6,emp_003209,6
team_0495,Marketing Team 496,dept_04,4,emp_003215,4
team_0496,Marketing Team 497,dept_04,7,emp_003221,7
team_0497,Marketing Team 498,dept_04,6,emp_003228,6
team_0498,Marketing Team 499,dept_04,7,emp_003229,7
team_0499,Marketing Team 500,dept_04,7,emp_003242,7
team_0500,Marketing Team 501,dept_04,3,emp_003244,3
team_0501,Marketing Team 502,dept_04,9,emp_003249,9
team_0502,Marketing Team 503,dept_04,4,emp_003256,4
team_0503,Marketing Team 504,dept_04,6,emp_003261,6
team_0504,Marketing Team 505,dept_04,6,emp_003270,6
team_0505,Marketing Team 506,dept_04,9,emp_003277,9
team_0506,Marketing Team 507,dept_04,7,emp_003285,7
team_0507,Marketing Team 508,dept_04,8,emp_003288,8
team_0508,Marketing Team 509,dept_04,7,emp_003295,7
team_0509,Marketing Team 510,dept_04,6,emp_003305,6
team_0510,Marketing Team 511,dept_04,5,emp_003310,5
team_0511,Marketing Team 512,dept_04,6,emp_003314,6
team_0512,Marketing Team 513,dept_04,7,emp_003324,7
team_0513,Marketing Team 514,dept_04,7,emp_003326,7
team_0514,Marketing Team 515,dept_04,5,emp_003335,5
team_0515,Marketing Team 516,dept_04,9,emp_003341,9
team_0516,Marketing Team 517,dept_04,7,emp_003352,7
team_0517,Marketing Team 518,dept_04,4,emp_003356,4
team_0518,Marketing Team 519,dept_04,9,emp_003358,9
team_0519,Marketing Team 520,dept_04,3,emp_003368,3
team_0520,Marketing Team 521,dept_04,7,emp_003374,7
team_0521,Marketing Team 522,dept_04,5,emp_003380,5
team_0522,Marketing Team 523,dept_04,10,emp_003382,10
team_0523,Marketing Team 524,dept_04,8,emp_003398,8
team_0524,Marketing Team 525,dept_04,4,emp_003402,4
team_0525,Marketing Team 526,dept_04,9,emp_003411,9
team_0526,Marketing Team 527,dept_04,2,emp_003414,2
team_0527,Marketing Team 528,dept_04,8,emp_003417,8
team_0528,Marketing Team 529,dept_04,6,emp_003428,6
team_0529,Marketing Team 530,dept_04,5,emp_003431,5
team_0530,Marketing Team 531,dept_04,8,emp_003440,8
team_0531,Marketing Team 532,dept_04,8,emp_003445,8
team_0532,Marketing Team 533,dept_04,7,emp_003450,7
team_0533,Marketing Team 534,dept_04,7,emp_003458,7
team_0534,Marketing Team 535,dept_04,7,emp_003466,7
team_0535,Marketing Team 536,dept_04,6,emp_003471,6
team_0536,Marketing Team 537,dept_04,8,emp_003478,8
team_0537,Marketing Team 538,dept_04,3,emp_003485,3
team_0538,Marketing Team 539,dept_04,2,emp_003489,2
team_0539,Marketing Team 540,dept_04,7,emp_003496,7
team_0540,Marketing Team 541,dept_04,7,emp_003497,7
team_0541,Marketing Team 542,dept_04,5,emp_003504,5
team_0542,Marketing Team 543,dept_04,4,emp_003511,4
team_0543,Marketing Team 544,dept_04,9,emp_003513,9
team_0544,Marketing Team 545,dept_04,5,emp_003524,5
team_0545,Marketing Team 546,dept_04,5,emp_003530,5
team_0546,Marketing Team 547,dept_04,5,emp_003534,5
team_0547,Marketing Team 548,dept_04,8,emp_003538,8
team_0548,Marketing Team 549,dept_04,2,emp_003545,2
team_0549,Marketing Team 550,dept_04,6,emp_003552,6
team_0550,Marketing Team 551,dept_04,5,emp_003553,5
team_0551,Marketing Team 552,dept_04,6,emp_003562,6
team_0552,Marketing Team 553,dept_04,8,emp_003570,8
team_0553,Marketing Team 554,dept_04,6,emp_003573,6
team_0554,Marketing Team 555,dept_04,3,emp_003580,3
team_0555,Customer Success Team 556,dept_05,3,emp_003582,3
team_0556,Customer Success Team 557,dept_05,5,emp_003585,5
team_0557,Customer Success Team 558,dept_05,4,emp_003591,4
team_0558,Customer Success Team 559,dept_05,7,emp_003594,7
team_0559,Customer Success Team 560,dept_05,6,emp_003601,6
team_0560,Customer Success Team 561,dept_05,6,emp_003608,6
team_0561,Customer Success Team 562,dept_05,7,emp_003615,7
team_0562,Customer Success Team 563,dept_05,5,emp_003620,5
team_0563,Customer Success Team 564,dept_05,4,emp_003624,4
team_0564,Customer Success Team 565,dept_05,2,emp_003628,2
team_0565,Customer Success Team 566,dept_05,6,emp_003632,6
team_0566,Customer Success Team 567,dept_05,6,emp_003637,6
team_0567,Customer Success Team 568,dept_05,6,emp_003643,6
team_0568,Customer Success Team 569,dept_05,5,emp_003648,5
team_0569,Customer Success Team 570,dept_05,9,emp_003656,9
team_0570,Customer Success Team 571,dept_05,5,emp_003665,5
team_0571,Customer Success Team 572,dept_05,10,emp_003676,10
team_0572,Customer Success Team 573,dept_05,6,emp_003679,6
team_0573,Customer Success Team 574,dept_05,5,emp_003684,5
team_0574,Customer Success Team 575,dept_05,6,emp_003691,6
team_0575,Customer Success Team 576,dept_05,6,emp_003694,6
team_0576,Customer Success Team 577,dept_05,7,emp_003705,7
team_0577,Customer Success Team 578,dept_05,10,emp_003709,10
team_0578,Customer Success Team 579,dept_05,7,emp_003723,7
team_0579,Customer Success Team 580,dept_05,8,emp_003725,8
team_0580,Customer Success Team 581,dept_05,8,emp_003737,8
team_0581,Customer Success Team 582,dept_05,7,emp_003740,7
team_0582,Customer Success Team 583,dept_05,10,emp_003748,10
team_0583,Customer Success Team 584,dept_05,6,emp_003759,6
team_0584,Customer Success Team 585,dept_05,5,emp_003765,5
team_0585,Customer Success Team 586,dept_05,4,emp_003770,4
team_0586,Customer Success Team 587,dept_05,6,emp_003774,6
team_0587,Customer Success Team 588,dept_05,2,emp_003778,2
team_0588,Customer Success Team 589,dept_05,8,emp_003780,8
team_0589,Customer Success Team 590,dept_05,5,emp_003792,5
team_0590,Customer Success Team 591,dept_05,8,emp_003798,8
team_0591,Customer Success Team 592,dept_05,7,emp_003803,7
team_0592,Customer Success Team 593,dept_05,4,emp_003811,4
team_0593,Customer Success Team 594,dept_05,11,emp_003819,11
team_0594,Customer Success Team 595,dept_05,5,emp_003825,5
team_0595,Customer Success Team 596,dept_05,5,emp_003831,5
team_0596,Customer Success Team 597,dept_05,6,emp_003833,6
team_0597,Customer Success Team 598,dept_05,7,emp_003843,7
team_0598,Customer Success Team 599,dept_05,4,emp_003847,4
team_0599,Customer Success Team 600,dept_05,8,emp_003853,8
team_0600,Customer Success Team 601,dept_05,7,emp_003859,7
team_0601,Customer Success Team 602,dept_05,6,emp_003866,6
team_0602,Customer Success Team 603,dept_05,4,emp_003873,4
team_0603,Customer Success Team 604,dept_05,7,emp_003877,7
team_0604,Customer Success Team 605,dept_05,6,emp_003884,6
team_0605,Customer Success Team 606,dept_05,2,emp_003889,2
team_0606,Customer Success Team 607,dept_05,7,emp_003891,7
team_0607,Customer Success Team 608,dept_05,5,emp_003898,5
team_0608,Customer Success Team 609,dept_05,6,emp_003904,6
team_0609,Customer Success Team 610,dept_05,5,emp_003911,5
team_0610,Customer Success Team 611,dept_05,6,emp_003917,6
team_0611,Customer Success Team 612,dept_05,6,emp_003924,6
team_0612,Customer Success Team 613,dept_05,6,emp_003930,6
team_0613,Customer Success Team 614,dept_05,6,emp_003931,6
team_0614,Customer Success Team 615,dept_05,5,emp_003940,5
team_0615,Customer Success Team 616,dept_05,8,emp_003944,8
team_0616,Customer Success Team 617,dept_05,7,emp_003952,7
team_0617,Customer Success Team 618,dept_05,8,emp_003958,8
team_0618,Customer Success Team 619,dept_05,9,emp_003969,9
team_0619,Customer Success Team 620,dept_05,5,emp_003974,5
team_0620,Customer Success Team 621,dept_05,7,emp_003980,7
team_0621,Customer Success Team 622,dept_05,5,emp_003986,5
team_0622,Customer Success Team 623,dept_05,5,emp_003991,5
team_0623,Customer Success Team 624,dept_05,9,emp_003998,9
team_0624,Customer Success Team 625,dept_05,5,emp_004005,5
team_0625,Customer Success Team 626,dept_05,11,emp_004016,11
team_0626,Customer Success Team 627,dept_05,11,emp_004022,11
team_0627,Customer Success Team 628,dept_05,2,emp_004033,2
team_0628,Customer Success Team 629,dept_05,8,emp_004036,8
team_0629,Customer Success Team 630,dept_05,2,emp_004042,2
team_0630,Finance Team 631,dept_06,8,emp_004049,8
team_0631,Finance Team 632,dept_06,7,emp_004052,7
team_0632,Finance Team 633,dept_06,2,emp_004059,2
team_0633,Finance Team 634,dept_06,7,emp_004064,7
team_0634,Finance Team 635,dept_06,9,emp_004070,9
team_0635,Finance Team 636,dept_06,7,emp_004078,7
team_0636,Finance Team 637,dept_06,10,emp_004093,10
team_0637,Finance Team 638,dept_06,5,emp_004098,5
team_0638,Finance Team 639,dept_06,10,emp_004103,10
team_0639,Finance Team 640,dept_06,6,emp_004111,6
team_0640,Finance Team 641,dept_06,4,emp_004117,4
team_0641,Finance Team 642,dept_06,8,emp_004124,8
team_0642,Finance Team 643,dept_06,10,emp_004127,10
team_0643,Finance Team 644,dept_06,7,emp_004138,7
team_0644,Finance Team 645,dept_06,7,emp_004148,7
team_0645,Finance Team 646,dept_06,7,emp_004155,7
team_0646,Finance Team 647,dept_06,2,emp_004158,2
team_0647,Finance Team 648,dept_06,11,emp_004160,11
team_0648,Finance Team 649,dept_06,10,emp_004179,10
team_0649,Finance Team 650,dept_06,9,emp_004189,9
team_0650,Finance Team 651,dept_06,7,emp_004194,7
team_0651,Finance Team 652,dept_06,7,emp_004197,7
team_0652,Finance Team 653,dept_06,6,emp_004208,6
team_0653,Finance Team 654,dept_06,10,emp_004218,10
team_0654,Finance Team 655,dept_06,8,emp_004220,8
team_0655,Finance Team 656,dept_06,4,emp_004228,4
team_0656,Finance Team 657,dept_06,6,emp_004235,6
team_0657,Finance Team 658,dept_06,7,emp_004238,7
team_0658,Finance Team 659,dept_06,5,emp_004247,5
team_0659,Finance Team 660,dept_06,8,emp_004251,8
team_0660,Finance Team 661,dept_06,11,emp_004261,11
team_0661,Finance Team 662,dept_06,11,emp_004275,11
team_0662,Finance Team 663,dept_06,8,emp_004282,8
team_0663,Finance Team 664,dept_06,5,emp_004289,5
team_0664,Finance Team 665,dept_06,8,emp_004298,8
team_0665,Finance Team 666,dept_06,4,emp_004302,4
team_0666,Finance Team 667,dept_06,3,emp_004305,3
team_0667,People Team 668,dept_07,5,emp_004309,5
team_0668,People Team 669,dept_07,6,emp_004314,6
team_0669,People Team 670,dept_07,7,emp_004320,7
team_0670,People Team 671,dept_07,9,emp_004329,9
team_0671,People Team 672,dept_07,7,emp_004335,7
team_0672,People Team 673,dept_07,3,emp_004344,3
team_0673,People Team 674,dept_07,8,emp_004345,8
team_0674,People Team 675,dept_07,8,emp_004354,8
team_0675,People Team 676,dept_07,8,emp_004364,8
team_0676,People Team 677,dept_07,5,emp_004372,5
team_0677,People Team 678,dept_07,6,emp_004379,6
team_0678,People Team 679,dept_07,6,emp_004380,6
team_0679,People Team 680,dept_07,8,emp_004392,8
team_0680,People Team 681,dept_07,3,emp_004395,3
team_0681,People Team 682,dept_07,6,emp_004397,6
team_0682,People Team 683,dept_07,9,emp_004407,9
team_0683,People Team 684,dept_07,6,emp_004417,6
team_0684,People Team 685,dept_07,9,emp_004422,9
team_0685,People Team 686,dept_07,8,emp_004430,8
team_0686,People Team 687,dept_07,3,emp_004436,3
team_0687,People Team 688,dept_07,5,emp_004439,5
team_0688,People Team 689,dept_07,10,emp_004447,10
team_0689,People Team 690,dept_07,3,emp_004455,3
team_0690,People Team 691,dept_07,5,emp_004457,5
team_0691,People Team 692,dept_07,7,emp_004461,7
team_0692,People Team 693,dept_07,7,emp_004472,7
team_0693,People Team 694,dept_07,10,emp_004483,10
team_0694,People Team 695,dept_07,5,emp_004489,5
team_0695,People Team 696,dept_07,7,emp_004491,7
team_0696,People Team 697,dept_07,8,emp_004501,8
team_0697,People Team 698,dept_07,6,emp_004505,6
team_0698,People Team 699,dept_07,5,emp_004511,5
team_0699,People Team 700,dept_07,6,emp_004517,6
team_0700,People Team 701,dept_07,4,emp_004523,4
team_0701,People Team 702,dept_07,6,emp_004531,6
team_0702,People Team 703,dept_07,9,emp_004536,9
team_0703,People Team 704,dept_07,5,emp_004543,5
team_0704,People Team 705,dept_07,8,emp_004550,8
team_0705,People Team 706,dept_07,2,emp_004554,2
team_0706,People Team 707,dept_07,3,emp_004558,3
team_0707,People Team 708,dept_07,9,emp_004565,9
team_0708,People Team 709,dept_07,6,emp_004568,6
team_0709,People Team 710,dept_07,7,emp_004576,7
team_0710,People Team 711,dept_07,2,emp_004581,2
team_0711,Operations Team 712,dept_08,5,emp_004584,5
team_0712,Operations Team 713,dept_08,9,emp_004588,9
team_0713,Operations Team 714,dept_08,6,emp_004597,6
team_0714,Operations Team 715,dept_08,8,emp_004607,8
team_0715,Operations Team 716,dept_08,7,emp_004611,7
team_0716,Operations Team 717,dept_08,9,emp_004622,9
team_0717,Operations Team 718,dept_08,5,emp_004630,5
team_0718,Operations Team 719,dept_08,2,emp_004633,2
team_0719,Operations Team 720,dept_08,5,emp_004634,5
team_0720,Operations Team 721,dept_08,8,emp_004640,8
team_0721,Operations Team 722,dept_08,7,emp_004653,7
team_0722,Operations Team 723,dept_08,6,emp_004654,6
team_0723,Operations Team 724,dept_08,9,emp_004662,9
team_0724,Operations Team 725,dept_08,5,emp_004669,5
team_0725,Operations Team 726,dept_08,4,emp_004677,4
team_0726,Operations Team 727,dept_08,8,emp_004680,8
team_0727,Operations Team 728,dept_08,5,emp_004690,5
team_0728,Operations Team 729,dept_08,7,emp_004692,7
team_0729,Operations Team 730,dept_08,4,emp_004699,4
team_0730,Operations Team 731,dept_08,3,emp_004704,3
team_0731,Operations Team 732,dept_08,5,emp_004709,5
team_0732,Operations Team 733,dept_08,11,emp_004720,11
team_0733,Operations Team 734,dept_08,7,emp_004721,7
team_0734,Operations Team 735,dept_08,6,emp_004730,6
team_0735,Operations Team 736,dept_08,6,emp_004734,6
team_0736,Operations Team 737,dept_08,7,emp_004742,7
team_0737,Operations Team 738,dept_08,7,emp_004747,7
team_0738,Operations Team 739,dept_08,8,emp_004756,8
team_0739,Operations Team 740,dept_08,11,emp_004771,11
team_0740,Operations Team 741,dept_08,6,emp_004775,6
team_0741,Operations Team 742,dept_08,12,emp_004780,12
team_0742,Operations Team 743,dept_08,3,emp_004791,3
team_0743,Operations Team 744,dept_08,7,emp_004798,7
team_0744,Operations Team 745,dept_08,5,emp_004801,5
team_0745,Operations Team 746,dept_08,8,emp_004809,8
team_0746,Operations Team 747,dept_08,4,emp_004816,4
team_0747,Operations Team 748,dept_08,5,emp_004820,5
team_0748,Operations Team 749,dept_08,7,emp_004828,7
team_0749,Operations Team 750,dept_08,4,emp_004832,4
team_0750,Operations Team 751,dept_08,13,emp_004840,13
team_0751,Operations Team 752,dept_08,9,emp_004850,9
team_0752,Operations Team 753,dept_08,8,emp_004861,8
team_0753,Operations Team 754,dept_08,7,emp_004868,7
team_0754,Operations Team 755,dept_08,8,emp_004876,8
team_0755,Operations Team 756,dept_08,6,emp_004882,6
team_0756,Operations Team 757,dept_08,7,emp_004890,7
team_0757,Operations Team 758,dept_08,6,emp_004893,6
team_0758,Operations Team 759,dept_08,4,emp_004899,4
team_0759,Operations Team 760,dept_08,6,emp_004903,6
team_0760,Operations Team 761,dept_08,9,emp_004910,9
team_0761,Operations Team 762,dept_08,7,emp_004917,7
team_0762,Operations Team 763,dept_08,10,emp_004926,10
team_0763,Operations Team 764,dept_08,9,emp_004941,9
team_0764,Operations Team 765,dept_08,11,emp_004943,11
team_0765,Operations Team 766,dept_08,7,emp_004954,7
team_0766,Operations Team 767,dept_08,7,emp_004964,7
team_0767,Operations Team 768,dept_08,6,emp_004973,6
team_0768,Operations Team 769,dept_08,9,emp_004974,9
team_0769,Operations Team 770,dept_08,6,emp_004985,6
team_0770,Operations Team 771,dept_08,8,emp_004989,8
team_0771,Operations Team 772,dept_08,3,emp_004999,3
