employee_id,snapshot_date,mood,stress_level,sleep_quality,energy_level,burnout_exhaustion
emp_000486,2026-06-10,0.3142,0.5335,0.2103,0.5623,0.5355
emp_000487,2026-06-10,0.6195,0.3566,0.3905,0.2334,0.5882
emp_000488,2026-06-10,0.5812,0.3411,0.4402,0.7007,0.3831
emp_000489,2026-06-10,0.4517,0.6342,0.3947,0.6427,0.2418
emp_000490,2026-06-10,0.6319,0.2985,0.3578,0.6662,0.3683
emp_000491,2026-06-10,0.4359,0.1953,0.2575,0.3563,0.5591
emp_000493,2026-06-10,0.5334,0.6102,0.3679,0.422,0.4982
emp_000495,2026-06-10,0.4435,0.2682,0.2855,0.315,0.5539
emp_000496,2026-06-10,0.6826,0.3381,0.2936,0.4573,0.5246
emp_000497,2026-06-10,0.5316,0.345,0.47,0.9246,0.5519
emp_000498,2026-06-10,0.5117,0.2446,0.2196,0.5018,0.5624
emp_000499,2026-06-10,0.5659,0.231,0.3882,0.6483,0.4661
emp_000500,2026-06-10,0.7016,0.3936,0.334,0.4806,0.3418
emp_000501,2026-06-10,0.5456,0.3342,0.3295,0.4555,0.2222
emp_000502,2026-06-10,0.7369,0.4177,0.641,0.723,0.2689
emp_000503,2026-06-10,0.4299,0.374,0.239,0.4535,0.4098
emp_000504,2026-06-10,0.4145,0.0292,0.3124,0.4709,0.447
emp_000505,2026-06-10,0.5536,0.1618,0.2939,0.5728,0.4005
emp_000506,2026-06-10,0.3349,0.2528,0.28,0.5212,0.4659
emp_000508,2026-06-10,0.7654,0.3936,0.4195,0.6329,0.4168
emp_000509,2026-06-10,0.7272,0.4721,0.215,0.3807,0.4363
emp_000511,2026-06-10,0.6163,0.1762,0.5284,0.7357,0.5765
emp_000512,2026-06-10,0.5806,0.3965,0.5375,0.7497,0.4708
emp_000513,2026-06-10,0.2949,0.4014,0.4793,0.4632,0.3823
emp_000514,2026-06-10,0.5679,0.5544,0.2163,0.7051,0.2946
emp_000515,2026-06-10,0.6809,0.3249,0.4217,0.3268,0.5864
emp_000516,2026-06-10,0.3372,0.5926,0.181,0.5287,0.6142
emp_000517,2026-06-10,0.4318,0.3265,0.2184,0.4018,0.583
emp_000520,2026-06-10,0.4778,0.5531,0.0713,0.4281,0.7399
emp_000521,2026-06-10,0.4382,0.2734,0.3712,0.5795,0.5879
emp_000522,2026-06-10,0.6253,0.3251,0.4225,0.3999,0.3463
emp_000523,2026-06-10,0.4698,0.6228,0.2754,0.4178,0.5199
emp_000525,2026-06-10,0.5113,0.2617,0.2544,0.5206,0.5176
emp_000526,2026-06-10,0.576,0.2642,0.3407,0.4082,0.5223
emp_000527,2026-06-10,0.4287,0.2889,0.3736,0.6243,0.448
emp_000528,2026-06-10,0.4499,0.3094,0.3794,0.6003,0.4897
emp_000530,2026-06-10,0.495,0.551,0.3694,0.7049,0.4688
emp_000531,2026-06-10,0.6895,0.1672,0.1688,0.6217,0.3101
emp_000532,2026-06-10,0.5382,0.4411,0.3712,0.5511,0.2839
emp_000540,2026-06-10,0.4085,0.5603,0.285,0.561,0.5984
emp_000541,2026-06-10,0.2966,0.6446,0.1327,0.3826,0.5942
emp_000542,2026-06-10,0.4929,0.2696,0.4614,0.6357,0.391
emp_000543,2026-06-10,0.637,0.627,0.3652,0.5925,0.6572
emp_000545,2026-06-10,0.4211,0.2736,0.3369,0.5662,0.5031
emp_000546,2026-06-10,0.5267,0.1739,0.3805,0.6984,0.5369
emp_000548,2026-06-10,0.6068,0.4172,0.4052,0.5659,0.3367
emp_000550,2026-06-10,0.7563,0.361,0.5969,0.3025,0.1515
emp_000551,2026-06-10,0.6639,0.2378,0.5401,0.5707,0.471
emp_000553,2026-06-10,0.4052,0.3769,0.3963,0.7924,0.732
emp_000556,2026-06-10,0.6582,0.3424,0.3467,0.6207,0.4602
emp_000557,2026-06-10,0.3609,0.3299,0.4443,0.5052,0.4615
emp_000558,2026-06-10,0.524,0.2641,0.2752,0.3868,0.4886
emp_000559,2026-06-10,0.5053,0.5445,0.5195,0.4974,0.5861
emp_000560,2026-06-10,0.7025,0.278,0.4105,0.6099,0.4865
emp_000561,2026-06-10,0.6134,0.2601,0.3525,0.5593,0.3303
emp_000562,2026-06-10,0.6816,0.456,0.5108,0.6966,0.5192
emp_000563,2026-06-10,0.5058,0.38,0.2321,0.3128,0.5943
emp_000565,2026-06-10,0.5988,0.2817,0.3847,0.3493,0.5583
emp_000566,2026-06-10,0.7493,0.1336,0.4103,0.5807,0.5079
emp_000567,2026-06-10,0.5685,0.2941,0.1813,0.6403,0.5923
emp_000568,2026-06-10,0.4588,0.5485,0.4134,0.5922,0.5044
emp_000569,2026-06-10,0.7129,0.4025,0.298,0.3872,0.616
emp_000570,2026-06-10,0.4373,0.3191,0.4785,0.5565,0.5069
emp_000571,2026-06-10,0.526,0.4145,0.2805,0.5264,0.4373
emp_000572,2026-06-10,0.5612,0.4099,0.2613,0.4516,0.4282
emp_000573,2026-06-10,0.5185,0.2547,0.4866,0.5422,0.4887
emp_000574,2026-06-10,0.2658,0.0579,0.2413,0.7033,0.4439
emp_000575,2026-06-10,0.586,0.7047,0.3595,0.5926,0.4745
emp_000576,2026-06-10,0.7706,0.2619,0.4764,0.6218,0.4445
emp_000578,2026-06-10,0.4703,0.3211,0.4606,0.6826,0.5339
emp_000579,2026-06-10,0.6099,0.26,0.3467,0.6513,0.4329
emp_000580,2026-06-10,0.2163,0.428,0.4417,0.6555,0.5274
emp_000581,2026-06-10,0.658,0.436,0.4033,0.2502,0.4611
emp_000584,2026-06-10,0.8332,0.3602,0.5615,0.512,0.3677
emp_000585,2026-06-10,0.4801,0.4432,0.3334,0.5519,0.5524
emp_000586,2026-06-10,0.2943,0.4836,0.325,0.4925,0.5752
emp_000587,2026-06-10,0.7233,0.4423,0.375,0.692,0.4367
emp_000588,2026-06-10,0.5299,0.4968,0.3269,0.5317,0.5184
emp_000589,2026-06-10,0.824,0.4826,0.5227,0.6265,0.5748
emp_000591,2026-06-10,0.7019,0.4234,0.5219,0.5131,0.3248
emp_000592,2026-06-10,0.1345,0.5029,0.491,0.5016,0.6071
emp_000594,2026-06-10,0.7615,0.2876,0.5333,0.7392,0.3426
emp_000595,2026-06-10,0.5463,0.2587,0.324,0.5692,0.4435
emp_000596,2026-06-10,0.5583,0.4219,0.4629,0.5418,0.3645
emp_000597,2026-06-10,0.5051,0.3055,0.3303,0.4454,0.4214
emp_000598,2026-06-10,0.6278,0.122,0.5593,0.6759,0.4591
emp_000600,2026-06-10,0.3907,0.5745,0.327,0.5529,0.6327
emp_000601,2026-06-10,0.626,0.5184,0.5774,0.7833,0.3754
emp_000602,2026-06-10,0.4849,0.3407,0.5201,0.5838,0.487
emp_000603,2026-06-10,0.4027,0.1381,0.6164,0.884,0.2401
emp_000604,2026-06-10,0.2582,0.5497,0.0369,0.348,0.4797
emp_000605,2026-06-10,0.3571,0.1937,0.3873,0.6603,0.3766
emp_000606,2026-06-10,0.287,0.3315,0.1656,0.409,0.7195
emp_000607,2026-06-10,0.4297,0.5372,0.5033,0.387,0.4487
emp_000608,2026-06-10,0.4657,0.4771,0.1879,0.4164,0.5875
emp_000611,2026-06-10,0.6125,0.4128,0.2338,0.5076,0.4705
emp_000613,2026-06-10,0.3475,0.4595,0.5612,0.6944,0.5744
emp_000614,2026-06-10,0.4625,0.3797,0.1892,0.6505,0.6508
emp_000615,2026-06-10,0.4799,0.2643,0.3339,0.3999,0.3626
emp_000617,2026-06-10,0.526,0.2717,0.2321,0.3274,0.4086
emp_000618,2026-06-10,0.539,0.5824,0.281,0.6069,0.5109
emp_000619,2026-06-10,0.8665,0.3427,0.2936,0.4804,0.4153
emp_000620,2026-06-10,0.6324,0.0061,0.279,0.5977,0.3136
emp_000621,2026-06-10,0.646,0.4315,0.0,0.4895,0.5895
emp_000622,2026-06-10,0.4804,0.5098,0.2188,0.4777,0.5095
emp_000623,2026-06-10,0.4992,0.3033,0.4803,0.6332,0.4994
emp_000626,2026-06-10,0.6415,0.5127,0.3609,0.6392,0.674
emp_000627,2026-06-10,0.3269,0.5133,0.3051,0.5866,0.4817
emp_000628,2026-06-10,0.7144,0.3842,0.3614,0.4858,0.5654
emp_000630,2026-06-10,0.5066,0.4037,0.4882,0.5159,0.404
emp_000631,2026-06-10,0.515,0.3746,0.3003,0.5919,0.6263
emp_000632,2026-06-10,0.62,0.2699,0.4867,0.6799,0.5816
emp_000633,2026-06-10,0.5273,0.6025,0.1193,0.5209,0.6975
emp_000634,2026-06-10,0.369,0.2443,0.3096,0.3275,0.5442
emp_000639,2026-06-10,0.449,0.0492,0.3523,0.7317,0.3871
emp_000642,2026-06-10,0.6173,0.4673,0.631,0.4985,0.3814
emp_000643,2026-06-10,0.4982,0.203,0.4282,0.542,0.5932
emp_000644,2026-06-10,0.554,0.4972,0.0653,0.5427,0.542
emp_000645,2026-06-10,0.5728,0.3678,0.3697,0.4072,0.4522
emp_000646,2026-06-10,0.4289,0.5644,0.5358,0.3781,0.4062
emp_000647,2026-06-10,0.475,0.4678,0.3702,0.6456,0.4725
emp_000650,2026-06-10,0.3946,0.2407,0.4198,0.4692,0.5352
emp_000652,2026-06-10,0.6514,0.2671,0.3367,0.4949,0.7161
emp_000653,2026-06-10,0.6498,0.1079,0.1791,0.4763,0.4022
emp_000654,2026-06-10,0.7523,0.4453,0.2581,0.4837,0.4907
emp_000655,2026-06-10,0.4879,0.3646,0.3568,0.6947,0.4233
emp_000656,2026-06-10,0.5196,0.1586,0.1816,0.4348,0.4204
emp_000659,2026-06-10,0.6412,0.4397,0.4002,0.5938,0.479
emp_000660,2026-06-10,0.5806,0.3481,0.7974,0.7504,0.3807
emp_000661,2026-06-10,0.5131,0.5145,0.1656,0.6768,0.5187
emp_000662,2026-06-10,0.7111,0.3102,0.4143,0.4918,0.3409
emp_000663,2026-06-10,0.5293,0.2394,0.3532,0.5072,0.4847
emp_000664,2026-06-10,0.6573,0.2817,0.351,0.4795,0.5553
emp_000665,2026-06-10,0.5052,0.4846,0.5008,0.6273,0.426
emp_000666,2026-06-10,0.4841,0.1322,0.34,0.6669,0.3746
emp_000670,2026-06-10,0.2173,0.2832,0.1822,0.3982,0.6241
emp_000671,2026-06-10,0.5667,0.2273,0.3531,0.741,0.5453
emp_000673,2026-06-10,0.3201,0.4295,0.3747,0.4972,0.511
emp_000675,2026-06-10,0.6524,0.3431,0.2603,0.4751,0.3914
emp_000677,2026-06-10,0.5044,0.3142,0.4611,0.4048,0.4053
emp_000678,2026-06-10,0.6402,0.2,0.1987,0.5156,0.416
emp_000679,2026-06-10,0.5797,0.2578,0.3971,0.4759,0.4962
emp_000680,2026-06-10,0.5848,0.3832,0.1264,0.6048,0.5947
emp_000681,2026-06-10,0.5415,0.396,0.2796,0.4884,0.3583
emp_000682,2026-06-10,0.5484,0.6223,0.4151,0.6943,0.4981
emp_000684,2026-06-10,0.7088,0.179,0.2283,0.5628,0.3257
emp_000686,2026-06-10,0.2544,0.4147,0.4012,0.4201,0.6932
emp_000687,2026-06-10,0.6006,0.4946,0.4167,0.5026,0.4615
emp_000689,2026-06-10,0.2532,0.2422,0.5102,0.6768,0.4317
emp_000691,2026-06-10,0.5755,0.0,0.4898,0.8293,0.4013
emp_000692,2026-06-10,0.4229,0.3757,0.1934,0.541,0.3695
emp_000694,2026-06-10,0.5473,0.2535,0.4413,0.7826,0.5119
emp_000697,2026-06-10,0.6926,0.3905,0.1717,0.4462,0.4688
emp_000698,2026-06-10,0.6134,0.5856,0.2791,0.503,0.437
emp_000701,2026-06-10,0.6373,0.1831,0.3706,0.4241,0.5049
emp_000702,2026-06-10,0.5332,0.0848,0.1753,0.4644,0.5388
emp_000703,2026-06-10,0.4409,0.6262,0.4327,0.6152,0.5385
emp_000705,2026-06-10,0.7301,0.1814,0.5056,0.5964,0.5111
emp_000709,2026-06-10,0.5392,0.5021,0.5129,0.6149,0.5622
emp_000710,2026-06-10,0.546,0.1437,0.2328,0.4181,0.2718
emp_000711,2026-06-10,0.4872,0.3688,0.4206,0.5373,0.3804
emp_000713,2026-06-10,0.4064,0.7593,0.2169,0.6364,0.5262
emp_000714,2026-06-10,0.6506,0.3119,0.6132,0.5549,0.4735
emp_000715,2026-06-10,0.4247,0.1541,0.2252,0.5226,0.556
emp_000718,2026-06-10,0.4224,0.6601,0.1807,0.416,0.5013
emp_000719,2026-06-10,0.569,0.3406,0.2879,0.4827,0.3826
emp_000720,2026-06-10,0.6727,0.3696,0.3403,0.5195,0.575
emp_000721,2026-06-10,0.4224,0.643,0.3448,0.5456,0.3957
emp_000722,2026-06-10,0.5238,0.6168,0.2013,0.3435,0.4957
emp_000724,2026-06-10,0.5716,0.4131,0.1021,0.5626,0.616
emp_000725,2026-06-10,0.6731,0.3228,0.3553,0.4608,0.4808
emp_000726,2026-06-10,0.5971,0.4133,0.3958,0.2919,0.4477
emp_000727,2026-06-10,0.7594,0.2852,0.4321,0.5976,0.3025
emp_000728,2026-06-10,0.4637,0.4968,0.3751,0.6403,0.5141
emp_000730,2026-06-10,0.5637,0.5121,0.404,0.5122,0.6131
emp_000731,2026-06-10,0.671,0.4912,0.5327,0.4658,0.6032
emp_000732,2026-06-10,0.4461,0.3321,1.0,0.7744,0.6442
emp_000733,2026-06-10,0.668,0.2369,0.3937,0.5922,0.5294
emp_000734,2026-06-10,0.6994,0.346,0.2677,0.3926,0.4898
emp_000735,2026-06-10,0.5748,0.2941,0.3733,0.519,0.4415
emp_000737,2026-06-10,0.346,0.4012,0.575,0.4952,0.395
emp_000739,2026-06-10,0.5625,0.3094,0.5215,0.6438,0.331
emp_000742,2026-06-10,0.3951,0.498,0.4853,0.4708,0.648
emp_000743,2026-06-10,0.3685,0.1423,0.4429,0.6218,0.4878
emp_000746,2026-06-10,0.6961,0.3419,0.5504,0.6862,0.6084
emp_000748,2026-06-10,0.5129,0.7119,0.3382,0.4434,0.504
emp_000749,2026-06-10,0.638,0.4124,0.4899,0.6284,0.5932
emp_000751,2026-06-10,0.517,0.3533,0.4535,0.6647,0.4577
emp_000754,2026-06-10,0.3455,0.087,0.2319,0.5353,0.4238
emp_000755,2026-06-10,0.6508,0.3609,0.4137,0.5757,0.5542
emp_000757,2026-06-10,0.6588,0.3427,0.2712,0.5737,0.4475
emp_000758,2026-06-10,0.6013,0.5251,0.3849,0.7451,0.5498
emp_000760,2026-06-10,0.6954,0.3531,0.456,0.6106,0.4034
emp_000761,2026-06-10,0.7766,0.5315,0.4228,0.6497,0.4738
emp_000762,2026-06-10,0.7416,0.365,0.4,0.478,0.5701
emp_000763,2026-06-10,0.3989,0.4026,0.4125,0.4838,0.5278
emp_000765,2026-06-10,0.6385,0.3947,0.4473,0.5,0.4087
emp_000768,2026-06-10,0.3033,0.4441,0.33,0.6649,0.6488
emp_000769,2026-06-10,0.5259,0.2525,0.4307,0.5921,0.5485
emp_000770,2026-06-10,0.3513,0.4811,0.4837,0.593,0.4455
emp_000771,2026-06-10,0.596,0.3723,0.3314,0.5615,0.3133
emp_000772,2026-06-10,0.5661,0.2284,0.5312,0.6169,0.3393
emp_000773,2026-06-10,0.473,0.1521,0.3257,0.5748,0.6731
emp_000774,2026-06-10,0.506,0.2597,0.4653,0.5706,0.4598
emp_000775,2026-06-10,0.5424,0.2145,0.4574,0.4354,0.4156
emp_000776,2026-06-10,0.4155,0.5905,0.1622,0.6144,0.4524
emp_000777,2026-06-10,0.7649,0.1643,0.3056,0.7278,0.4025
emp_000778,2026-06-10,0.5744,0.2684,0.3601,0.5331,0.4561
emp_000779,2026-06-10,0.6128,0.2578,0.4095,0.633,0.5963
emp_000781,2026-06-10,0.5002,0.4906,0.1605,0.5963,0.4375
emp_000782,2026-06-10,0.489,0.2289,0.0155,0.4762,0.4673
emp_000784,2026-06-10,0.4946,0.4061,0.3102,0.4691,0.6095
emp_000785,2026-06-10,0.4498,0.2148,0.1622,0.6346,0.5036
emp_000786,2026-06-10,0.3894,0.1316,0.3559,0.6686,0.5305
emp_000787,2026-06-10,0.6355,0.2245,0.2968,0.7631,0.3946
emp_000788,2026-06-10,0.5127,0.3731,0.2988,0.5961,0.4073
emp_000789,2026-06-10,0.4957,0.5054,0.251,0.448,0.5908
emp_000790,2026-06-10,0.5096,0.0839,0.1454,0.5035,0.415
emp_000791,2026-06-10,0.7521,0.0145,0.3558,0.4914,0.5065
emp_000792,2026-06-10,0.4949,0.1675,0.4532,0.6301,0.4142
emp_000793,2026-06-10,0.7704,0.191,0.4987,0.2801,0.4383
emp_000794,2026-06-10,0.5922,0.0,0.5766,0.8947,0.5839
emp_000795,2026-06-10,0.5153,0.5633,0.1516,0.5246,0.4872
emp_000796,2026-06-10,0.4624,0.3468,0.307,0.5475,0.2476
emp_000797,2026-06-10,0.5901,0.3832,0.2897,0.6535,0.5914
emp_000799,2026-06-10,0.5448,0.5745,0.3997,0.5245,0.5975
emp_000800,2026-06-10,0.5214,0.3764,0.3333,0.5258,0.5408
emp_000801,2026-06-10,0.5945,0.3797,0.3156,0.6203,0.5039
emp_000802,2026-06-10,0.4411,0.3502,0.3756,0.3348,0.5753
emp_000803,2026-06-10,0.4925,0.5266,0.249,0.5077,0.5406
emp_000804,2026-06-10,0.7131,0.4297,0.2716,0.5111,0.3247
emp_000805,2026-06-10,0.3339,0.5461,0.209,0.4052,0.5668
emp_000807,2026-06-10,0.5601,0.5327,0.266,0.469,0.7503
emp_000808,2026-06-10,0.5531,0.4356,0.4365,0.5635,0.3018
emp_000810,2026-06-10,0.4569,0.3821,0.1247,0.3425,0.3659
emp_000813,2026-06-10,0.6867,0.0,0.5679,0.6002,0.466
emp_000814,2026-06-10,0.5377,0.385,0.1789,0.4465,0.5953
emp_000815,2026-06-10,0.3335,0.3127,0.6033,0.6239,0.5907
emp_000816,2026-06-10,0.4815,0.2899,0.3436,0.4257,0.4676
emp_000817,2026-06-10,0.5254,0.3198,0.309,0.4981,0.4305
emp_000818,2026-06-10,0.5269,0.3026,0.2891,0.3658,0.4147
emp_000819,2026-06-10,0.6786,0.2768,0.2536,0.5865,0.3629
emp_000820,2026-06-10,0.5638,0.3123,0.1452,0.5839,0.5902
emp_000821,2026-06-10,0.5198,0.0427,0.5575,0.4294,0.4173
emp_000823,2026-06-10,0.4749,0.2198,0.3189,0.6387,0.5876
emp_000824,2026-06-10,0.4488,0.1442,0.2673,0.8063,0.4817
emp_000825,2026-06-10,0.3782,0.1846,0.261,0.3718,0.4903
emp_000826,2026-06-10,0.4815,0.1762,0.5127,0.5079,0.3154
emp_000827,2026-06-10,0.8142,0.0358,0.5098,0.7515,0.7018
emp_000828,2026-06-10,0.6354,0.2313,0.4538,0.6117,0.5549
emp_000829,2026-06-10,0.5707,0.3879,0.2138,0.5755,0.4993
emp_000830,2026-06-10,0.5137,0.1723,0.4008,0.5448,0.553
emp_000831,2026-06-10,0.52,0.4714,0.3304,0.556,0.6408
emp_000832,2026-06-10,0.6405,0.437,0.3613,0.5322,0.5552
emp_000835,2026-06-10,0.6525,0.4462,0.2996,0.5054,0.3709
emp_000836,2026-06-10,0.5458,0.5413,0.3938,0.4146,0.5532
emp_000838,2026-06-10,0.714,0.2939,0.5185,0.429,0.5577
emp_000841,2026-06-10,0.5464,0.2991,0.4142,0.5548,0.5616
emp_000842,2026-06-10,0.489,0.2894,0.4258,0.5807,0.3471
emp_000843,2026-06-10,0.2055,0.238,0.396,0.4508,0.3793
emp_000845,2026-06-10,0.4936,0.4254,0.4556,0.3428,0.3132
emp_000846,2026-06-10,0.4803,0.271,0.2414,0.5339,0.3128
emp_000848,2026-06-10,0.5412,0.2868,0.4438,0.4935,0.3747
emp_000849,2026-06-10,0.5472,0.4752,0.3473,0.3912,0.5141
emp_000850,2026-06-10,0.4924,0.4152,0.4698,0.5691,0.5612
emp_000851,2026-06-10,0.6328,0.3764,0.444,0.3957,0.535
emp_000853,2026-06-10,0.6462,0.1457,0.3524,0.6956,0.5858
emp_000854,2026-06-10,0.6899,0.4838,0.4934,0.5481,0.4228
emp_000855,2026-06-10,0.5979,0.1107,0.6661,0.608,0.4199
emp_000856,2026-06-10,0.4867,0.1042,0.67,0.6375,0.4456
emp_000857,2026-06-10,0.4515,0.6731,0.4192,0.577,0.6327
emp_000858,2026-06-10,0.4449,0.3871,0.3027,0.3538,0.4582
emp_000859,2026-06-10,0.4425,0.4118,0.3213,0.3343,0.5646
emp_000860,2026-06-10,0.4236,0.1937,0.3841,0.6146,0.4517
emp_000862,2026-06-10,0.5704,0.6251,0.2355,0.5809,0.5168
emp_000863,2026-06-10,0.3095,0.5868,0.2087,0.3099,0.5727
emp_000864,2026-06-10,0.7426,0.2247,0.2205,0.5083,0.406
emp_000865,2026-06-10,0.5138,0.5802,0.3822,0.4518,0.4111
emp_000866,2026-06-10,0.5694,0.3556,0.346,0.5573,0.5771
emp_000867,2026-06-10,0.383,0.4973,0.4787,0.6798,0.5209
emp_000869,2026-06-10,0.358,0.4344,0.3228,0.5329,0.309
emp_000870,2026-06-10,0.5284,0.4045,0.4593,0.5276,0.5498
emp_000871,2026-06-10,0.6868,0.3487,0.2092,0.5618,0.3987
emp_000872,2026-06-10,0.4744,0.4398,0.3719,0.5782,0.4348
emp_000873,2026-06-10,0.4387,0.1658,0.2408,0.5497,0.5585
emp_000875,2026-06-10,0.5603,0.4047,0.4464,0.715,0.5681
emp_000876,2026-06-10,0.3932,0.4943,0.3322,0.6512,0.4749
emp_000877,2026-06-10,0.6219,0.2831,0.191,0.4975,0.6584
emp_000878,2026-06-10,0.6211,0.1782,0.6229,0.5315,0.501
emp_000879,2026-06-10,0.5589,0.3753,0.1709,0.4635,0.5598
emp_000880,2026-06-10,0.5447,0.4554,0.2248,0.6612,0.5664
emp_000881,2026-06-10,0.2421,0.4179,0.2031,0.4133,0.3872
emp_000882,2026-06-10,0.5838,0.2135,0.3963,0.4647,0.3949
emp_000883,2026-06-10,0.4764,0.3877,0.4519,0.3902,0.4583
emp_000884,2026-06-10,0.633,0.2336,0.4734,0.6895,0.5421
emp_000885,2026-06-10,0.7614,0.4126,0.421,0.6903,0.4917
emp_000886,2026-06-10,0.3254,0.3413,0.3566,0.5432,0.4833
emp_000887,2026-06-10,0.4339,0.3655,0.2722,0.6483,0.5957
emp_000888,2026-06-10,0.6308,0.4775,0.2814,0.5292,0.3377
emp_000889,2026-06-10,0.5748,0.602,0.4855,0.5819,0.4097
emp_000890,2026-06-10,0.4191,0.3678,0.4143,0.6503,0.3518
emp_000891,2026-06-10,0.4176,0.2309,0.4479,0.5027,0.5033
emp_000892,2026-06-10,0.7575,0.1591,0.281,0.6327,0.3185
emp_000893,2026-06-10,0.4005,0.4824,0.2275,0.5627,0.5241
emp_000894,2026-06-10,0.4322,0.4451,0.2426,0.7339,0.3457
emp_000895,2026-06-10,0.7489,0.3526,0.2337,0.6207,0.422
emp_000896,2026-06-10,0.3508,0.3698,0.2381,0.5127,0.3589
emp_000897,2026-06-10,0.6151,0.5225,0.4598,0.6144,0.5238
emp_000899,2026-06-10,0.5919,0.3357,0.4587,0.3961,0.6127
emp_000901,2026-06-10,0.5795,0.2966,0.3812,0.5093,0.4468
emp_000902,2026-06-10,0.5104,0.4836,0.3621,0.693,0.3747
emp_000904,2026-06-10,0.6607,0.2997,0.2865,0.33,0.5527
emp_000905,2026-06-10,0.3776,0.4512,0.2148,0.5661,0.4412
emp_000906,2026-06-10,0.5487,0.6162,0.4217,0.4958,0.4215
emp_000907,2026-06-10,0.5748,0.2398,0.2431,0.5178,0.5735
emp_000908,2026-06-10,0.6,0.4353,0.2952,0.5618,0.572
emp_000910,2026-06-10,0.3271,0.3158,0.3468,0.8328,0.4643
emp_000911,2026-06-10,0.485,0.2631,0.452,0.3435,0.653
emp_000913,2026-06-10,0.3644,0.4753,0.2721,0.5466,0.7318
emp_000914,2026-06-10,0.4026,0.2968,0.5042,0.5761,0.3294
emp_000915,2026-06-10,0.3529,0.3223,0.4826,0.5745,0.5901
emp_000916,2026-06-10,0.261,0.6628,0.147,0.6587,0.5934
emp_000917,2026-06-10,0.4523,0.2828,0.4746,0.5303,0.5103
emp_000921,2026-06-10,0.4364,0.5651,0.3227,0.4593,0.6067
emp_000922,2026-06-10,0.8477,0.3971,0.5773,0.6138,0.4169
emp_000924,2026-06-10,0.6368,0.4746,0.207,0.3066,0.5754
emp_000925,2026-06-10,0.2153,0.3126,0.5219,0.4501,0.5786
emp_000929,2026-06-10,0.2853,0.2394,0.8713,0.7681,0.6739
emp_000930,2026-06-10,0.5963,0.439,0.4896,0.4129,0.4426
emp_000931,2026-06-10,0.6723,0.5897,0.4875,0.4839,0.3844
emp_000934,2026-06-10,0.7175,0.5707,0.562,0.6504,0.5538
emp_000935,2026-06-10,0.5271,0.16,0.2981,0.4003,0.4638
emp_000936,2026-06-10,0.5489,0.3635,0.5836,0.6617,0.4382
emp_000937,2026-06-10,0.7642,0.4046,0.3591,0.7004,0.3902
emp_000940,2026-06-10,0.7675,0.342,0.3875,0.469,0.4266
emp_000941,2026-06-10,0.4746,0.2243,0.3177,0.5471,0.4138
emp_000942,2026-06-10,0.5465,0.7164,0.2208,0.418,0.584
emp_000944,2026-06-10,0.5454,0.3463,0.1711,0.5292,0.3942
emp_000947,2026-06-10,0.549,0.592,0.1487,0.3452,0.6095
emp_000949,2026-06-10,0.3481,0.4303,0.2141,0.5385,0.4788
emp_000950,2026-06-10,0.5787,0.3371,0.0899,0.4133,0.3556
emp_000951,2026-06-10,0.6288,0.2421,0.4041,0.6707,0.4254
emp_000952,2026-06-10,0.4024,0.5821,0.3646,0.6453,0.2544
emp_000955,2026-06-10,0.2906,0.4997,0.3084,0.5128,0.5367
emp_000956,2026-06-10,0.4064,0.5068,0.3419,0.4708,0.4339
emp_000958,2026-06-10,0.4002,0.3287,0.4265,0.6561,0.4185
emp_000959,2026-06-10,0.5939,0.0,0.3617,0.6952,0.4171
emp_000960,2026-06-10,0.6148,0.2938,0.3462,0.736,0.4928
emp_000962,2026-06-10,0.6002,0.4749,0.2684,0.4173,0.5844
emp_000965,2026-06-10,0.76,0.2712,0.2847,0.5298,0.4881
emp_000966,2026-06-10,0.6646,0.2438,0.2794,0.4917,0.3363
emp_000967,2026-06-10,0.5405,0.6729,0.179,0.6239,0.6026
emp_000969,2026-06-10,0.7408,0.3343,0.3633,0.5998,0.4831
emp_000970,2026-06-10,0.3285,0.3487,0.3634,0.5084,0.4323
emp_000972,2026-06-10,0.5095,0.2999,0.3239,0.3918,0.244
emp_000973,2026-06-10,0.5708,0.2624,0.5984,0.3732,0.3724
emp_000974,2026-06-10,0.5257,0.2189,0.3014,0.3156,0.4149
emp_000975,2026-06-10,0.6275,0.333,0.141,0.4977,0.6743
emp_000976,2026-06-10,0.601,0.4477,0.3126,0.5645,0.5623
emp_000977,2026-06-10,0.4902,0.4585,0.4403,0.729,0.4945
emp_000979,2026-06-10,0.6161,0.2145,0.5409,0.6985,0.4529
emp_000980,2026-06-10,0.4066,0.1466,0.4752,0.5366,0.378
emp_000982,2026-06-10,0.5711,0.1537,0.4421,0.5549,0.4085
emp_000983,2026-06-10,0.7217,0.3097,0.2381,0.424,0.6494
emp_000984,2026-06-10,0.575,0.667,0.4317,0.4814,0.455
emp_000985,2026-06-10,0.5732,0.6487,0.1295,0.5238,0.6207
emp_000986,2026-06-10,0.5618,0.316,0.3024,0.4227,0.5469
emp_000987,2026-06-10,0.4059,0.4164,0.4598,0.4804,0.7297
emp_000988,2026-06-10,0.6244,0.4114,0.2284,0.5409,0.6717
emp_000989,2026-06-10,0.3931,0.436,0.4314,0.2878,0.4951
emp_000990,2026-06-10,0.3864,0.2798,0.271,0.6348,0.342
emp_000991,2026-06-10,0.2681,0.3791,0.3304,0.4926,0.7743
